City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,lorengau,-2.02,147.27,81.09,75,45,7.65,PG,1595188194
280,maragogi,-9.01,-35.22,75.43,86,44,12.55,BR,1595188195
281,kimberley,-28.73,24.76,39.2,35,0,1.12,ZA,1595188195
282,trincomalee,8.57,81.23,82.15,78,100,5.73,LK,1595188195
283,birao,10.28,22.79,71.73,93,90,0.96,CF,1595188195
284,ciudad valles,21.98,-99.02,91.74,48,0,6.08,MX,1595188195
285,fort frances,48.6,-93.4,66.2,68,90,25.28,CA,1595188195
286,pocao de pedras,-4.67,-44.85,87.26,54,38,2.91,BR,1595188195
287,bubaque,11.28,-15.83,80.01,81,100,15.99,GW,1595188195
288,kostomuksha,64.57,30.58,64.8,74,9,3.49,RU,1595188195
289,huayang,34.42,109.99,60.1,66,0,4.34,CN,1595188195
290,tetiyiv,49.38,29.66,63.79,75,41,4.88,UA,1595188195
291,mahon,39.89,4.27,75.2,83,20,5.82,ES,1595188196
292,bayji,34.93,43.49,93.67,13,0,11.21,IQ,1595188196
293,hun,29.13,15.95,82.72,49,0,18.72,LY,1595188196
294,fuzhou,26.06,119.31,82.4,78,63,4.47,CN,1595188196
295,bar harbor,44.39,-68.2,77.0,73,1,9.17,US,1595188196
296,elverum,60.88,11.56,60.01,95,100,3.0,NO,1595188189
297,san andres,12.58,-81.7,87.8,70,20,16.11,CO,1595188196
298,ponta delgada,37.73,-25.67,73.4,64,75,11.41,PT,1595188196
299,boyuibe,-20.42,-63.28,87.73,38,37,11.1,BO,1595188196
300,pevek,69.7,170.31,46.51,58,0,3.36,RU,1595188196
301,irbeyskoye,55.64,95.45,48.04,85,8,1.92,RU,1595188196
302,kurri kurri,-32.82,151.48,52.0,79,0,4.0,AU,1595188196
303,namatanai,-3.67,152.43,78.51,79,2,4.79,PG,1595188196
304,deputatskiy,69.3,139.9,56.75,66,100,1.23,RU,1595188196
305,doha,25.29,51.53,96.8,75,0,3.36,QA,1595188048
306,vostok,46.49,135.88,59.63,93,100,3.11,RU,1595188197
307,jumla,29.27,82.18,63.25,69,91,2.62,NP,1595188197
308,penzance,50.12,-5.54,60.8,72,0,17.22,GB,1595188197
309,kamyaran,34.8,46.94,86.0,6,0,6.93,IR,1595188197
310,dicabisagan,17.08,122.42,78.46,81,11,2.86,PH,1595188197
311,praya,14.92,-23.51,84.2,62,20,6.93,CV,1595187979
312,canico,32.63,-16.85,75.2,53,20,17.22,PT,1595188197
313,miquelon,47.1,-56.38,64.4,82,75,14.99,PM,1595188197
314,port moresby,-9.44,147.18,73.24,92,9,10.49,PG,1595188197
315,fairbanks,64.84,-147.72,62.6,77,75,5.82,US,1595187933
316,vasterhaninge,59.12,18.1,69.8,60,92,8.05,SE,1595188197
317,sarangani,5.4,125.46,84.24,65,38,3.58,PH,1595188197
318,olinda,-8.01,-34.86,80.6,78,75,13.87,BR,1595188198
319,gombong,-7.61,109.51,73.27,89,8,3.06,ID,1595188198
320,skodje,62.5,6.7,57.0,75,83,2.8,NO,1595188198
321,luxor,25.7,32.64,90.3,16,3,1.9,EG,1595188198
322,kerewan,13.49,-16.09,82.4,88,75,4.7,GM,1595188198
323,parabel,58.7,81.48,61.66,95,99,7.56,RU,1595188198
324,ugoofaaru,5.67,73.0,77.85,87,100,27.47,MV,1595188198
325,dedza,-14.38,34.33,49.32,89,1,5.37,MW,1595188198
326,tahoua,14.89,5.27,89.6,49,16,5.99,NE,1595188198
327,san cristobal,7.77,-72.22,96.8,32,20,21.92,VE,1595188093
328,plettenberg bay,-34.05,23.37,58.78,74,0,1.03,ZA,1595188198
329,wheeling,42.14,-87.93,78.01,94,20,5.82,US,1595188198
330,lazaro cardenas,17.96,-102.2,86.61,68,0,9.22,MX,1595188198
331,nizhniy kuranakh,58.84,125.49,65.3,75,100,4.21,RU,1595188199
332,yulara,-25.24,130.99,53.6,76,90,10.29,AU,1595187966
333,qaqortoq,60.72,-46.03,69.8,35,0,3.36,GL,1595188199
334,victoria falls,-17.92,25.84,52.54,58,0,1.59,ZW,1595188199
335,kirovskiy,45.09,133.51,63.05,93,100,3.51,RU,1595188199
336,bongor,10.28,15.37,80.74,68,98,5.35,TD,1595188199
337,kahului,20.89,-156.47,86.0,55,40,23.04,US,1595187987
338,katsuura,35.13,140.3,73.4,100,75,2.24,JP,1595188199
339,hami,42.8,93.45,86.68,17,95,10.38,CN,1595188199
340,sukumo,32.93,132.73,74.68,94,100,2.19,JP,1595188199
341,bireun,5.2,96.7,77.77,84,100,3.74,ID,1595188199
342,japura,-0.32,102.35,73.65,97,6,2.08,ID,1595188199
343,kirakira,-10.45,161.92,78.12,85,20,7.76,SB,1595188199
344,anzio,41.49,12.62,75.0,60,0,1.99,IT,1595188199
345,nioki,-2.72,17.68,78.98,44,70,1.32,CD,1595188200
346,owando,-0.48,15.9,74.97,80,100,3.49,CG,1595188200
347,belmonte,-15.86,-38.88,77.0,65,40,6.93,BR,1595188200
348,clyde river,70.47,-68.59,48.2,76,1,14.99,CA,1595188200
349,ambovombe,-25.17,46.08,64.87,75,0,16.55,MG,1595188200
350,corinto,37.94,22.96,79.0,52,0,1.99,GR,1595188200
351,caravelas,-17.71,-39.25,72.95,82,82,8.34,BR,1595188201
352,ust-nera,64.57,143.2,57.11,69,100,5.1,RU,1595188201
353,kamaishi,39.27,141.88,65.93,90,95,3.2,JP,1595188201
354,prachuap khiri khan,11.82,99.78,79.57,85,100,6.44,TH,1595188047
355,baruun-urt,46.68,113.28,49.46,69,38,10.38,MN,1595188201
356,swan hill,-35.34,143.55,38.57,93,0,6.89,AU,1595188201
357,toora-khem,52.47,96.11,47.7,71,0,2.06,RU,1595188201
358,luwuk,-0.95,122.79,77.32,78,35,5.82,ID,1595188202
359,ndele,8.41,20.65,69.66,90,100,1.61,CF,1595188202
360,luanda,-8.84,13.23,71.6,83,0,6.93,AO,1595188202
361,bahia blanca,-38.72,-62.27,57.4,63,88,12.68,AR,1595188202
362,fukue,32.69,128.84,78.62,93,100,15.17,JP,1595188202
363,kavaratti,10.57,72.64,81.63,81,100,14.5,IN,1595188202
364,kieta,-6.22,155.63,76.93,76,3,4.99,PG,1595188203
365,bilibino,68.05,166.44,62.1,54,0,1.61,RU,1595188203
366,henties bay,-22.12,14.28,65.93,33,0,7.18,NA,1595188203
367,muros,42.78,-9.06,68.0,80,0,7.0,ES,1595188203
368,pauini,-7.71,-66.98,92.23,44,81,2.55,BR,1595188203
369,morant bay,17.88,-76.41,87.8,70,75,20.8,JM,1595188203
370,altay,47.87,88.12,64.44,50,71,1.95,CN,1595188203
371,tilichiki,60.47,166.1,49.84,98,100,8.05,RU,1595188203
372,bibiani,6.46,-2.32,71.6,99,9,2.53,GH,1595188203
373,kolyvan,55.31,82.74,60.8,93,47,2.24,RU,1595188204
374,marica,-22.92,-42.82,80.6,61,0,6.93,BR,1595188204
375,batagay,67.63,134.63,62.47,76,97,3.31,RU,1595188204
376,stavern,59.0,10.03,60.01,100,75,9.17,NO,1595188078
377,faya,18.39,42.45,75.2,53,100,6.93,SA,1595188198
378,hereford,52.06,-2.71,61.0,67,7,8.23,GB,1595188204
379,halkirk,52.28,-112.15,73.0,63,76,4.0,CA,1595188204
380,puerto vallarta,20.62,-105.23,91.0,70,20,9.17,MX,1595188204
381,ucluelet,48.93,-125.55,57.2,93,20,4.7,CA,1595188014
382,pontianak,-0.03,109.33,75.2,95,100,3.2,ID,1595187966
383,shingu,33.73,135.98,71.85,83,100,5.14,JP,1595188204
384,perth,-31.93,115.83,46.0,93,20,5.82,AU,1595188106
385,chapayevka,47.47,36.35,66.58,64,0,7.29,UA,1595188205
386,forrest city,35.01,-90.79,93.2,52,20,6.93,US,1595188162
387,ratnagiri,16.98,73.3,80.69,85,100,1.5,IN,1595188205
388,vigrestad,58.57,5.7,55.0,83,0,5.99,NO,1595188205
389,tecpan,14.76,-90.99,78.8,57,40,13.87,GT,1595188205
390,saint-augustin,51.23,-58.65,76.96,45,74,9.15,CA,1595188205
391,tomigusuku,26.18,127.67,82.4,88,20,6.93,JP,1595188205
392,mastic beach,40.77,-72.85,88.0,66,1,10.29,US,1595188086
393,norman wells,65.28,-126.83,59.0,77,75,5.82,CA,1595188205
394,qandala,11.47,49.87,88.2,54,24,4.12,SO,1595188205
395,hovd,48.01,91.64,63.9,63,47,1.68,MN,1595188206
396,shache,38.42,77.24,71.47,42,0,6.73,CN,1595187986
397,hervey bay,-25.3,152.85,55.0,88,0,8.01,AU,1595188206
398,westport,41.14,-73.36,93.2,49,1,13.87,US,1595188001
399,harper,4.38,-7.72,76.35,87,79,9.82,LR,1595188206
400,khalilabad,26.77,83.07,78.31,94,100,6.08,IN,1595188206
401,corumba,-19.01,-57.65,91.4,33,0,14.99,BR,1595188206
402,hailun,47.45,126.93,63.93,97,100,3.33,CN,1595188206
403,eureka,40.8,-124.16,62.01,100,0,3.0,US,1595187912
404,palana,59.12,159.97,47.53,90,0,6.89,RU,1595188206
405,progreso,21.28,-89.67,96.01,44,75,11.95,MX,1595188206
406,bonthe,7.53,-12.51,76.78,87,100,9.48,SL,1595188206
407,lavrentiya,65.58,-171.0,48.81,64,28,10.51,RU,1595188190
408,broken hill,-31.95,141.43,41.0,80,37,3.36,AU,1595188207
409,kamenka,51.32,42.77,62.01,81,1,5.14,RU,1595188207
410,zhigansk,66.77,123.37,59.9,68,100,5.35,RU,1595188207
411,toguchin,55.24,84.39,61.29,84,65,1.5,RU,1595188207
412,baykit,61.67,96.37,45.99,84,6,2.1,RU,1595188207
413,matara,5.95,80.54,78.75,85,98,8.63,LK,1595188207
414,samarai,-10.62,150.67,76.23,86,100,13.91,PG,1595188207
415,mporokoso,-9.37,30.12,58.12,64,0,8.86,ZM,1595188207
416,necochea,-38.55,-58.74,53.01,93,10,10.0,AR,1595188207
417,vila do maio,15.13,-23.22,84.2,62,20,6.93,CV,1595188207
418,buchanan,5.88,-10.05,77.0,94,75,4.7,LR,1595188207
419,beyneu,45.32,55.2,87.73,21,0,16.75,KZ,1595188207
420,paso de los toros,-32.82,-56.52,73.47,76,100,10.45,UY,1595188208
421,acapulco,16.86,-99.89,89.6,75,40,4.7,MX,1595188033
422,marsa matruh,31.35,27.25,76.26,76,0,6.98,EG,1595188208
423,matadi,-5.82,13.45,76.06,66,15,7.14,CD,1595188208
424,nemencine,54.85,25.48,68.0,64,100,3.36,LT,1595188208
425,husavik,66.04,-17.34,50.0,71,40,10.29,IS,1595188208
426,itarema,-2.92,-39.92,80.08,68,2,16.22,BR,1595188208
427,bayana,26.9,77.28,85.69,67,100,7.47,IN,1595188208
428,jinchang,38.5,102.17,72.01,25,100,1.1,CN,1595188208
429,havoysund,71.0,24.66,57.2,82,100,3.36,NO,1595188208
430,nara,34.69,135.8,78.01,54,98,2.17,JP,1595188208
431,kintinku,-5.88,35.23,73.4,40,20,13.87,TZ,1595188208
432,tokonou,9.65,-9.78,70.92,98,50,4.47,GN,1595188209
433,inverell,-29.78,151.12,39.99,80,0,1.99,AU,1595188209
434,port hedland,-20.32,118.57,60.8,63,0,10.29,AU,1595188209
435,nanakuli,21.39,-158.15,84.2,66,20,9.17,US,1595187968
436,waitati,-45.75,170.57,43.0,87,58,5.01,NZ,1595188209
437,katobu,-4.94,122.53,72.28,90,36,5.37,ID,1595188209
438,wattegama,6.8,81.48,77.68,81,60,1.28,LK,1595188209
439,koumac,-20.57,164.28,65.46,76,33,3.6,NC,1595188209
440,labuhan,-6.88,112.21,76.35,85,18,8.5,ID,1595188209
441,iringa,-7.77,35.7,60.8,63,5,11.41,TZ,1595188209
442,constancia,24.22,-107.19,98.01,44,20,8.7,MX,1595188210
443,prudy,57.57,46.27,60.42,99,100,4.97,RU,1595188210
444,tutoia,-2.76,-42.27,81.79,66,82,9.71,BR,1595188211
445,mangrol,21.12,70.12,83.98,80,99,13.89,IN,1595188212
446,arman,59.7,150.17,60.4,64,47,4.47,RU,1595188212
447,nouadhibou,20.93,-17.03,73.4,83,19,17.22,MR,1595188212
448,camacha,33.08,-16.33,71.6,73,20,16.11,PT,1595188212
449,zhuji,29.72,120.24,77.0,88,100,6.71,CN,1595188213
450,narsaq,60.92,-46.05,69.8,35,0,3.36,GL,1595188213
451,champoton,19.35,-90.72,91.4,59,40,5.82,MX,1595188213
452,ngerengere,-6.75,38.12,73.4,60,75,6.93,TZ,1595188213
453,valparaiso,-33.04,-71.63,59.0,100,20,5.82,CL,1595188109
454,south yuba city,39.12,-121.64,91.99,35,1,6.93,US,1595188213
455,saint anthony,45.02,-93.22,82.99,37,20,20.8,US,1595188214
456,nouakchott,18.09,-15.98,80.6,78,75,16.11,MR,1595188214
457,ulladulla,-35.35,150.47,53.6,47,0,21.92,AU,1595188214
458,oberstdorf,47.4,10.28,69.01,63,70,1.61,DE,1595188214
459,abha,18.22,42.51,75.2,53,100,6.93,SA,1595188214
460,karaman,37.08,33.25,73.09,51,0,10.25,TR,1595188215
461,chabahar,25.29,60.64,86.59,82,33,3.91,IR,1595188215
462,chitipa,-9.7,33.27,53.56,93,3,6.82,MW,1595188215
463,saint-joseph,-21.37,55.62,66.2,72,75,14.99,RE,1595188215
464,mackenzie,55.3,-123.17,68.0,52,40,4.7,CA,1595188215
465,natchez,31.56,-91.4,91.4,55,75,6.15,US,1595188215
466,gulu,2.77,32.3,63.61,91,100,2.24,UG,1595188216
467,richards bay,-28.78,32.04,60.17,83,0,4.18,ZA,1595188216
468,vestmannaeyjar,63.44,-20.27,50.04,78,100,17.4,IS,1595188094
469,gopamau,27.55,80.28,87.75,66,100,4.09,IN,1595188216
470,ilulissat,69.22,-51.1,55.4,43,100,3.36,GL,1595188216
471,skerries,53.58,-6.11,63.0,55,40,11.41,IE,1595188216
472,ossora,59.24,163.07,53.4,83,91,12.12,RU,1595188217
473,mataram,-8.58,116.12,71.6,94,75,10.96,ID,1595188217
474,kalisz,51.76,18.09,64.0,93,99,4.14,PL,1595188217
475,lewisporte,49.25,-55.05,77.0,44,40,13.87,CA,1595188217
476,amga,60.9,131.96,67.46,93,16,2.91,RU,1595188217
477,saint-francois,46.42,3.91,80.6,44,0,1.12,FR,1595188217
478,catalina,32.51,-110.92,100.99,18,97,5.99,US,1595188218
479,haverfordwest,51.8,-4.97,63.0,82,0,5.99,GB,1595188138
480,pringsewu,-5.36,104.97,73.15,94,13,1.59,ID,1595188218
481,saint-georges,12.06,-61.75,87.8,70,20,17.22,GD,1595188035
482,goderich,43.75,-81.72,78.01,81,100,1.01,CA,1595188218
483,grants pass,42.44,-123.33,84.99,34,1,2.39,US,1595188037
484,polunochnoye,60.87,60.42,61.21,81,81,7.0,RU,1595188219
485,matamoros,25.53,-103.25,89.6,33,75,3.65,MX,1595188219
486,serenje,-13.23,30.24,49.98,68,0,6.53,ZM,1595188219
487,adrar,20.5,-10.07,100.85,14,17,6.82,MR,1595188219
488,mezen,65.85,44.24,58.12,56,0,3.13,RU,1595188219
489,coruripe,-10.13,-36.18,74.91,84,31,13.2,BR,1595188220
490,cetraro,39.52,15.94,75.0,48,34,1.01,IT,1595188218
491,lewistown,40.6,-77.57,96.8,37,20,6.93,US,1595188220
492,hastings,50.86,0.57,59.0,99,89,1.01,GB,1595188220
493,bafra,41.57,35.91,75.2,83,20,3.36,TR,1595188220
494,aswan,24.09,32.91,92.62,14,53,8.01,EG,1595188221
495,marihatag,8.79,126.3,77.79,85,100,4.74,PH,1595188221
496,lubango,-14.92,13.49,52.03,42,0,3.83,AO,1595188221
497,ichinohe,40.21,141.3,66.2,100,90,3.36,JP,1595188221
498,kingaroy,-26.53,151.83,32.0,68,0,3.29,AU,1595188222
499,kifri,34.7,44.97,92.07,10,0,9.55,IQ,1595188222
500,whitianga,-36.83,175.7,51.01,94,94,13.04,NZ,1595188102
501,yining,29.04,114.56,72.09,93,100,1.39,CN,1595188222
502,sao jose da coroa grande,-8.9,-35.15,76.24,83,35,12.82,BR,1595188222
503,kaka,37.35,59.61,86.43,13,0,6.06,TM,1595188222
504,el fuerte,26.42,-108.62,94.71,44,16,5.32,MX,1595188223
505,vaitape,-16.52,-151.75,77.99,81,49,21.79,PF,1595188223
506,imbituba,-28.24,-48.67,75.2,64,0,11.41,BR,1595188223
507,san felix,-32.33,-58.13,80.01,56,100,1.01,UY,1595188223
508,catuday,16.29,119.81,81.12,82,42,8.34,PH,1595188224
509,twin falls,42.56,-114.46,86.0,21,1,11.41,US,1595188224
510,olavarria,-36.89,-60.32,59.11,93,91,7.81,AR,1595188224
511,coihueco,-36.62,-71.83,53.6,100,90,12.75,CL,1595188225
512,matata,-37.88,176.75,53.01,90,29,6.44,NZ,1595188225
513,abnub,27.27,31.15,88.03,20,5,9.8,EG,1595188225
514,sinnamary,5.38,-52.95,83.23,71,49,9.71,GF,1595188225
515,pocone,-16.26,-56.62,95.22,22,0,6.11,BR,1595188225
516,amazar,53.86,120.88,60.01,93,100,4.61,RU,1595188225
517,ust-omchug,61.15,149.63,58.71,58,99,1.5,RU,1595188225
518,guiyang,26.58,106.72,69.8,94,75,2.24,CN,1595188225
519,todos santos,23.45,-110.22,82.0,74,1,5.01,MX,1595188225
520,aldan,58.6,125.39,62.11,80,97,5.1,RU,1595188225
521,domoni,-12.26,44.53,74.88,72,88,10.85,KM,1595188226
522,sungairaya,0.7,108.9,77.76,79,64,1.92,ID,1595188226
523,kichera,55.94,110.1,51.08,70,99,3.09,RU,1595188226
524,auki,-8.77,160.7,76.64,82,31,3.78,SB,1595188226
525,san quintin,30.48,-115.95,78.94,52,0,19.08,MX,1595188226
526,digoin,46.48,3.98,80.6,44,0,1.12,FR,1595188226
527,aginskoye,51.1,114.53,49.53,85,100,13.89,RU,1595188227
528,basavana bagevadi,16.58,75.97,73.6,89,100,18.25,IN,1595188227
529,guadalupe y calvo,26.1,-106.97,70.18,63,69,3.42,MX,1595188227
530,aranos,-24.13,19.12,53.08,36,0,11.01,NA,1595188227
531,inirida,3.87,-67.92,82.83,81,91,2.37,CO,1595188227
532,zyryanka,65.75,150.85,67.51,54,0,11.97,RU,1595188227
533,miranda,3.25,-76.23,87.8,45,40,3.36,CO,1595188227
534,teknaf,20.86,92.31,79.99,86,100,6.29,BD,1595188228
535,igrim,63.19,64.42,53.2,75,13,9.1,RU,1595188228
536,limon,10.0,-83.03,86.0,74,100,6.93,CR,1595188228
537,maxixe,-23.86,35.35,66.2,82,20,8.21,MZ,1595188228
538,zaysan,47.47,84.87,73.11,49,90,5.66,KZ,1595188229
539,xiaoshi,41.3,124.12,69.8,100,90,4.47,CN,1595188229
540,okhotsk,59.38,143.3,56.59,87,12,4.85,RU,1595188229
541,kuruman,-27.45,23.43,45.0,31,0,5.97,ZA,1595188229
542,ixtapa,20.7,-105.2,91.0,70,20,9.17,MX,1595188205
543,surgut,61.25,73.42,64.4,77,40,11.18,RU,1595188230
544,prince rupert,54.32,-130.32,61.54,80,89,2.71,CA,1595188230
545,sao felix do xingu,-6.64,-51.99,90.7,31,8,5.19,BR,1595188230
546,pandan,14.05,124.17,80.11,81,97,3.65,PH,1595188230
547,hot springs,34.5,-93.06,98.01,47,20,3.36,US,1595188104
548,flinders,-34.58,150.86,54.0,53,0,11.99,AU,1595188230
549,mayor pablo lagerenza,-19.93,-60.77,95.4,24,0,14.79,PY,1595188231
550,kopavogur,64.11,-21.91,51.8,62,40,6.93,IS,1595188231
551,haflong,25.18,93.03,72.66,92,100,5.73,IN,1595188231
552,takoradi,4.88,-1.76,75.56,89,5,7.52,GH,1595188231
553,kharan,28.58,65.42,89.73,22,0,12.28,PK,1595188232
554,micheweni,-4.97,39.83,76.15,71,0,16.06,TZ,1595188232
555,fenoarivo,-18.93,47.44,50.0,81,20,8.05,MG,1595188232
556,kattivakkam,13.22,80.32,82.4,83,40,5.82,IN,1595188232
557,ust-maya,60.42,134.53,66.76,84,0,5.06,RU,1595188232
558,hualmay,-11.1,-77.61,65.93,67,62,10.22,PE,1595188232
